empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,Risk
10576,0.88,0.6,4,162,2,0,0,0,technical,1,324,0.681818182
10577,0.16,0.73,4,197,2,0,0,0,technical,1,394,4.5625
10578,0.61,0.96,3,247,3,0,0,0,support,1,247,1.573770492
10579,0.52,0.79,4,234,3,0,0,0,support,1,312,1.519230769
10580,0.82,0.49,4,276,4,0,0,0,support,1,276,0.597560976
10581,0.75,0.94,5,217,2,0,0,0,support,2,542,1.253333333
10582,0.62,0.5,4,156,2,0,0,0,support,2,312,0.806451613
10583,0.91,0.88,3,189,2,0,0,0,support,2,283,0.967032967
10584,0.61,0.98,2,238,4,0,0,0,support,2,119,1.606557377
10585,0.79,0.77,3,201,6,1,0,0,support,2,100,0.974683544
10586,0.9,0.93,4,263,3,1,0,0,support,2,350,1.033333333
10587,0.75,0.83,3,146,3,0,0,0,support,2,146,1.106666667
10588,0.81,0.64,4,213,3,0,0,0,support,2,284,0.790123457
10589,0.59,0.88,3,159,2,0,0,0,technical,2,238,1.491525424
10590,0.56,0.83,3,236,3,1,0,0,technical,2,236,1.482142857
10591,0.98,0.79,5,257,4,0,0,0,technical,2,321,0.806122449
10592,0.59,0.72,4,168,4,0,0,0,management,2,168,1.220338983
10593,0.61,0.67,4,151,3,0,0,0,IT,0,201,1.098360656
10594,0.78,0.7,4,139,3,0,0,0,IT,1,185,0.897435897
10595,0.55,0.93,5,196,3,0,0,0,IT,2,326,1.690909091
10596,0.2,0.97,4,237,5,0,0,0,IT,2,189,4.85
10597,0.79,0.44,2,236,3,0,0,0,IT,2,157,0.556962025
10598,0.52,0.98,4,265,3,0,0,0,product_mng,2,353,1.884615385
10599,0.97,0.52,4,207,3,0,0,0,product_mng,1,276,0.536082474
10600,0.63,0.94,4,219,3,0,0,0,product_mng,1,292,1.492063492
10601,0.85,0.99,3,208,2,0,0,0,product_mng,1,312,1.164705882
10602,0.59,0.74,3,240,3,0,0,0,IT,1,240,1.254237288
10603,0.64,0.6,3,135,3,0,0,0,RandD,1,135,0.9375
10604,0.8,0.67,3,236,3,1,0,0,RandD,1,236,0.8375
10605,0.61,0.75,3,140,3,0,0,0,RandD,1,140,1.229508197
10606,0.87,0.61,3,162,2,0,0,0,RandD,1,243,0.701149425
10607,0.75,0.59,3,117,3,1,0,0,RandD,2,117,0.786666667
10608,0.96,0.51,4,225,3,0,0,0,marketing,2,300,0.53125
10609,0.75,0.92,3,211,3,0,0,0,sales,2,211,1.226666667
10610,0.19,0.58,4,173,5,0,0,0,accounting,2,138,3.052631579
10611,0.52,0.97,4,170,3,0,0,0,support,2,226,1.865384615
10612,0.6,0.6,3,242,3,0,0,0,technical,2,242,1
10613,0.9,0.81,4,175,3,0,0,0,management,2,233,0.9
10614,0.89,0.92,3,195,2,0,0,0,marketing,2,292,1.033707865
10615,0.54,0.93,4,184,2,1,0,0,marketing,2,368,1.722222222
10616,0.99,0.55,3,170,3,0,0,0,marketing,2,170,0.555555556
10617,0.66,0.56,4,185,3,0,0,0,sales,2,246,0.848484848
10618,0.92,0.64,4,259,2,0,0,0,sales,2,518,0.695652174
10619,0.19,0.72,4,102,3,0,0,0,sales,2,136,3.789473684
10620,0.39,0.37,5,156,4,0,0,0,sales,2,195,0.948717949
10621,0.41,0.68,3,191,4,0,0,0,sales,2,143,1.658536585
10622,0.6,0.49,3,239,2,0,0,0,sales,2,358,0.816666667
10623,0.95,0.54,4,235,4,0,0,0,sales,2,235,0.568421053
10624,0.51,0.87,2,130,4,0,0,0,sales,2,65,1.705882353
10625,0.54,0.74,2,166,3,0,0,0,sales,2,110,1.37037037
10626,0.16,0.54,5,206,5,0,0,0,sales,2,206,3.375
10627,0.98,0.77,3,191,2,0,0,0,sales,2,286,0.785714286
10628,0.65,0.75,3,214,3,0,0,0,sales,2,214,1.153846154
10629,0.38,0.5,3,196,3,0,0,0,sales,2,196,1.315789474
10630,0.95,0.71,4,151,4,0,0,0,sales,2,151,0.747368421
10631,0.6,0.62,5,165,2,0,0,0,sales,2,412,1.033333333
10632,0.78,0.91,3,177,2,0,0,0,sales,0,265,1.166666667
10633,0.19,0.63,6,241,6,0,0,0,sales,0,241,3.315789474
10634,0.56,0.99,4,230,3,0,0,0,sales,0,306,1.767857143
10635,0.21,0.71,4,270,2,0,0,0,sales,0,540,3.380952381
10636,0.83,0.71,3,234,4,0,0,0,accounting,0,175,0.855421687
10637,0.5,0.64,3,257,2,1,0,0,accounting,0,385,1.28
10638,0.74,0.87,5,264,3,0,0,0,accounting,0,440,1.175675676
10639,0.75,0.83,4,133,4,0,0,0,hr,0,133,1.106666667
10640,0.85,0.66,4,155,4,0,0,0,hr,0,155,0.776470588
10641,0.93,0.59,3,202,2,0,0,0,hr,0,303,0.634408602
10642,0.76,0.7,3,136,2,0,0,0,hr,0,204,0.921052632
10643,0.91,0.78,3,269,3,1,0,0,technical,0,269,0.857142857
10644,0.22,0.54,6,169,4,0,0,0,technical,1,253,2.454545455
10645,0.78,0.52,5,192,3,1,0,0,technical,1,320,0.666666667
10646,0.53,0.8,4,241,3,1,0,0,technical,1,321,1.509433962
10647,0.58,0.69,4,165,3,0,0,0,technical,1,220,1.189655172
10648,0.99,0.81,3,183,2,0,0,0,technical,1,274,0.818181818
10649,0.62,0.64,4,163,3,0,0,0,technical,1,217,1.032258065
10650,0.59,0.69,3,162,3,0,0,0,technical,1,162,1.169491525
10651,0.13,0.76,5,219,4,0,0,0,technical,1,273,5.846153846
10652,0.19,0.63,4,278,6,0,0,0,technical,1,185,3.315789474
10653,0.94,0.99,2,273,4,0,0,0,technical,1,136,1.053191489
10654,0.53,0.96,4,272,2,0,0,0,support,1,544,1.811320755
10655,0.96,0.85,5,168,2,0,0,0,support,1,420,0.885416667
10656,0.62,0.87,4,221,3,1,0,0,support,1,294,1.403225806
10657,0.81,0.86,4,213,3,0,0,0,support,1,284,1.061728395
10658,0.63,0.78,4,275,3,0,0,0,support,1,366,1.238095238
10659,0.92,0.68,5,177,4,0,0,0,support,2,221,0.739130435
10660,0.83,0.74,4,249,2,0,0,0,support,2,498,0.891566265
10661,0.49,0.37,5,246,3,0,0,0,support,2,410,0.755102041
10662,0.8,0.66,4,223,3,0,0,0,support,2,297,0.825
10663,0.54,0.76,4,244,2,0,0,0,support,2,488,1.407407407
10664,0.37,0.72,3,169,2,1,0,0,support,2,253,1.945945946
10665,0.93,0.56,5,140,3,0,0,0,technical,2,233,0.602150538
10666,0.88,0.99,5,253,2,0,0,0,technical,2,632,1.125
10667,0.79,0.87,3,194,2,0,0,0,technical,2,291,1.101265823
10668,0.65,0.88,4,173,3,0,0,0,management,2,230,1.353846154
10669,0.72,0.7,4,172,3,0,0,0,IT,2,229,0.972222222
10670,0.58,0.49,3,167,3,0,0,0,IT,2,167,0.844827586
10671,0.37,0.51,2,153,3,0,0,0,IT,0,102,1.378378378
10672,0.87,0.97,4,243,3,0,0,0,IT,0,324,1.114942529
10673,0.63,0.72,6,163,4,0,0,0,IT,0,244,1.142857143
10674,0.72,0.79,3,221,3,0,0,0,product_mng,0,221,1.097222222
10675,0.36,0.55,3,191,3,0,0,0,product_mng,0,191,1.527777778
10676,0.96,0.7,4,272,3,0,0,0,product_mng,0,362,0.729166667
10677,0.52,0.37,2,118,2,0,0,0,product_mng,0,118,0.711538462
10678,0.16,0.83,5,173,4,0,0,0,IT,0,216,5.1875
10679,0.63,0.55,4,200,3,1,0,0,RandD,1,266,0.873015873
10680,0.92,0.76,5,132,3,1,0,0,RandD,1,220,0.826086957
10681,0.82,0.49,4,180,2,0,0,0,RandD,1,360,0.597560976
10682,0.18,0.54,4,145,5,0,0,0,RandD,1,116,3
10683,0.73,0.48,4,139,2,0,0,0,RandD,1,278,0.657534247
10684,0.44,0.61,5,230,6,0,0,0,marketing,1,191,1.386363636
10685,0.73,0.62,4,247,4,0,0,0,sales,1,247,0.849315068
10686,0.62,0.95,4,140,2,0,0,0,accounting,1,280,1.532258065
10687,0.94,0.8,4,266,3,1,0,0,support,2,354,0.85106383
10688,0.76,0.74,4,261,3,0,0,0,technical,2,348,0.973684211
10689,0.89,0.49,4,275,3,0,0,0,management,2,366,0.550561798
10690,0.9,0.88,5,254,2,0,0,0,marketing,2,635,0.977777778
10691,1,0.93,5,231,2,0,0,0,marketing,2,577,0.93
10692,0.71,0.9,3,138,3,0,0,0,marketing,2,138,1.267605634
10693,0.73,0.97,4,163,3,0,0,0,sales,2,217,1.328767123
10694,0.97,0.9,5,262,3,0,0,0,sales,2,436,0.927835052
10695,0.6,0.59,4,201,3,0,0,0,sales,2,268,0.983333333
10696,0.82,0.67,3,229,3,0,0,0,sales,2,229,0.817073171
10697,0.95,0.48,4,228,2,0,0,0,sales,2,456,0.505263158
10698,0.88,0.65,5,228,3,0,0,0,sales,2,380,0.738636364
10699,0.79,0.49,3,273,3,0,0,0,sales,2,273,0.620253165
10700,0.52,0.96,4,171,2,0,0,0,sales,2,342,1.846153846
10701,0.22,0.61,3,148,5,0,0,0,sales,2,88,2.772727273
10702,0.59,0.96,5,211,3,0,0,0,sales,2,351,1.627118644
10703,0.84,0.64,2,211,3,0,0,0,sales,2,140,0.761904762
10704,0.54,0.41,3,175,3,0,0,0,sales,2,175,0.759259259
10705,1,0.86,4,245,4,0,0,0,sales,2,245,0.86
10706,0.93,0.59,3,273,2,1,0,0,sales,2,409,0.634408602
10707,0.96,0.55,3,225,4,1,0,0,sales,2,168,0.572916667
10708,0.56,0.41,5,152,3,0,0,0,sales,2,253,0.732142857
10709,0.49,0.66,5,194,3,0,0,0,sales,2,323,1.346938776
10710,0.89,0.51,4,185,3,1,0,0,sales,0,246,0.573033708
10711,0.57,0.91,3,193,2,0,0,0,sales,1,289,1.596491228
10712,0.96,0.64,3,166,2,0,0,0,accounting,2,249,0.666666667
10713,0.65,0.89,5,223,3,1,0,0,accounting,2,371,1.369230769
10714,0.14,0.66,5,281,4,1,0,0,accounting,2,351,4.714285714
10715,0.64,0.49,3,241,3,0,0,0,hr,2,241,0.765625
10716,0.98,0.91,3,165,2,1,0,0,hr,2,247,0.928571429
10717,0.71,0.59,4,143,2,0,0,0,hr,2,286,0.830985915
10718,0.96,0.49,5,137,3,0,0,0,hr,2,228,0.510416667
10719,0.9,0.57,4,185,3,1,0,0,technical,2,246,0.633333333
10720,0.52,0.96,3,271,3,1,0,0,technical,2,271,1.846153846
10721,0.78,0.98,4,207,2,1,0,0,technical,2,414,1.256410256
10722,0.62,0.69,4,184,3,0,0,0,technical,1,245,1.112903226
10723,0.6,0.8,4,253,2,0,0,0,technical,1,506,1.333333333
10724,0.82,0.62,3,152,6,0,0,0,technical,1,76,0.756097561
10725,0.52,0.55,3,225,2,0,0,0,technical,1,337,1.057692308
10726,0.13,0.84,5,189,5,0,0,0,technical,1,189,6.461538462
10727,0.97,0.93,3,153,2,0,0,0,technical,1,229,0.958762887
10728,0.63,0.9,4,245,3,0,0,0,technical,1,326,1.428571429
10729,0.68,0.78,5,233,3,0,0,0,technical,0,388,1.147058824
10730,0.74,0.83,4,210,3,0,0,0,support,1,280,1.121621622
10731,0.89,0.57,4,176,4,0,0,0,support,0,176,0.640449438
10732,0.28,0.95,5,191,3,0,0,0,support,0,318,3.392857143
10733,0.61,0.9,3,224,3,0,0,0,support,1,224,1.475409836
10734,0.67,0.49,3,185,3,0,0,0,support,1,185,0.731343284
10735,0.86,0.64,3,245,4,0,0,0,support,0,183,0.744186047
10736,0.87,0.93,3,173,2,0,0,0,support,1,259,1.068965517
10737,0.7,0.95,4,231,3,0,0,0,support,2,308,1.357142857
10738,0.68,0.84,3,270,3,0,0,0,support,0,270,1.235294118
10739,0.69,0.75,5,196,3,0,0,0,support,2,326,1.086956522
10740,0.97,0.83,3,238,2,0,0,0,support,2,357,0.855670103
10741,0.62,0.89,4,261,2,0,0,0,technical,2,522,1.435483871
10742,0.55,0.87,3,201,2,0,0,0,technical,2,301,1.581818182
10743,0.61,0.73,3,252,3,0,0,0,technical,0,252,1.196721311
10744,0.15,0.81,3,191,5,0,0,0,management,2,114,5.4
10745,0.84,0.86,3,199,3,0,0,0,IT,2,199,1.023809524
10746,0.87,0.64,5,234,2,1,0,0,IT,2,585,0.735632184
10747,0.93,0.86,4,192,4,0,0,0,IT,0,192,0.924731183
10748,0.14,0.73,6,237,5,0,0,0,IT,2,284,5.214285714
10749,0.96,0.7,3,207,3,0,0,0,IT,0,207,0.729166667
10750,0.41,0.63,2,145,2,0,0,0,product_mng,1,145,1.536585366
10751,0.84,0.96,6,155,5,0,0,0,product_mng,2,186,1.142857143
10752,0.94,0.69,5,145,2,0,0,0,product_mng,2,362,0.734042553
10753,0.6,0.86,6,247,6,0,0,0,product_mng,2,247,1.433333333
10754,0.7,0.73,4,182,3,0,0,0,IT,2,242,1.042857143
10755,0.29,0.91,4,183,4,0,0,0,RandD,1,183,3.137931034
10756,0.31,0.51,2,146,3,0,0,0,RandD,1,97,1.64516129
10757,0.73,0.99,3,241,3,0,0,0,RandD,1,241,1.356164384
10758,0.51,0.52,5,261,3,1,0,0,RandD,1,435,1.019607843
10759,0.58,0.77,4,140,3,0,0,0,RandD,1,186,1.327586207
10760,0.59,0.97,3,257,3,0,0,0,marketing,1,257,1.644067797
10761,0.95,0.9,3,186,2,0,0,0,marketing,1,279,0.947368421
10762,0.84,0.93,3,159,3,0,0,0,sales,1,159,1.107142857
10763,0.28,0.37,3,164,4,1,0,0,accounting,1,123,1.321428571
10764,0.94,0.52,4,217,6,1,0,0,support,1,144,0.553191489
10765,0.49,0.59,4,137,4,0,0,0,technical,0,137,1.204081633
10766,0.72,0.5,4,164,2,1,0,0,management,1,328,0.694444444
10767,0.19,0.85,5,249,3,0,0,0,marketing,1,415,4.473684211
10768,0.83,0.95,3,264,2,0,0,0,marketing,1,396,1.144578313
10769,0.79,0.92,4,208,2,1,0,0,marketing,1,416,1.164556962
10770,0.72,0.61,3,175,3,0,0,0,sales,0,175,0.847222222
10771,0.97,0.74,4,209,2,0,0,0,sales,1,418,0.762886598
10772,0.92,0.83,4,268,4,0,0,0,sales,1,268,0.902173913
10773,0.95,0.53,3,264,3,0,0,0,sales,1,264,0.557894737
10774,0.76,0.64,4,234,2,0,0,0,sales,0,468,0.842105263
10775,0.24,0.62,5,199,4,0,0,0,sales,1,248,2.583333333
10776,0.89,0.99,4,205,2,0,0,1,sales,2,410,1.112359551
10777,0.69,0.63,5,140,4,0,0,1,sales,0,175,0.913043478
10778,0.92,0.98,3,257,3,0,0,1,sales,2,257,1.065217391
10779,0.79,0.61,4,227,2,0,0,1,sales,0,454,0.772151899
10780,0.87,0.94,4,189,3,0,0,1,sales,2,252,1.08045977
10781,0.89,0.88,5,241,2,1,0,0,sales,2,602,0.988764045
10782,0.75,0.77,5,199,4,0,0,0,sales,2,248,1.026666667
10783,0.78,0.6,4,206,3,0,0,0,sales,2,274,0.769230769
10784,0.13,0.62,5,268,3,0,0,0,sales,2,446,4.769230769
10785,0.94,0.86,3,221,3,1,0,0,sales,2,221,0.914893617
10786,0.94,0.88,4,262,2,0,0,0,sales,2,524,0.936170213
10787,0.67,0.6,5,253,6,0,0,0,sales,2,210,0.895522388
10788,0.6,0.73,5,241,3,0,0,0,sales,0,401,1.216666667
10789,0.62,0.94,4,252,4,0,0,0,accounting,1,252,1.516129032
10790,0.38,0.52,2,171,3,0,0,0,accounting,2,114,1.368421053
10791,0.8,0.77,4,194,3,0,0,0,accounting,2,258,0.9625
10792,0.61,0.42,3,104,2,0,0,0,hr,2,156,0.68852459
10793,0.61,0.56,4,176,3,0,0,0,hr,2,234,0.918032787
10794,0.66,0.8,4,192,3,0,0,0,hr,2,256,1.212121212
10795,0.56,0.74,3,154,2,0,0,0,hr,2,231,1.321428571
10796,1,0.55,4,186,4,1,0,0,technical,2,186,0.55
10797,0.73,0.86,3,200,4,0,0,0,technical,2,150,1.178082192
10798,0.6,0.66,4,132,4,0,0,0,technical,2,132,1.1
10799,0.78,0.59,5,236,3,0,0,0,technical,0,393,0.756410256
10800,0.48,0.53,3,211,4,0,0,0,technical,1,158,1.104166667
10801,0.9,0.77,4,273,2,0,0,0,technical,1,546,0.855555556
10802,0.16,0.76,4,223,4,0,0,0,technical,1,223,4.75
10803,0.5,0.75,3,204,2,0,0,0,technical,0,306,1.5
10804,0.66,0.65,3,196,3,1,0,0,technical,1,196,0.984848485
10805,0.44,0.37,2,219,2,0,0,0,technical,1,219,0.840909091
10806,0.95,0.67,4,261,3,0,0,0,technical,1,348,0.705263158
10807,0.9,0.65,3,254,2,0,0,0,support,0,381,0.722222222
10808,0.27,0.48,4,185,2,0,0,0,support,1,370,1.777777778
10809,0.51,0.74,6,98,3,0,0,0,support,1,196,1.450980392
10810,0.68,0.76,3,260,4,0,0,0,support,1,195,1.117647059
10811,0.97,0.93,5,137,2,1,0,0,support,1,342,0.958762887
10812,0.91,0.75,4,159,3,1,0,0,support,1,212,0.824175824
10813,0.76,0.88,5,265,4,0,0,0,support,1,331,1.157894737
10814,0.88,0.61,4,177,4,1,0,0,support,1,177,0.693181818
10815,0.83,0.73,4,247,2,0,0,0,support,2,494,0.879518072
10816,0.78,0.54,3,161,3,0,0,0,support,2,161,0.692307692
10817,0.52,0.38,2,103,3,0,0,0,support,2,68,0.730769231
10818,0.63,0.49,4,151,3,0,0,0,technical,2,201,0.777777778
10819,0.9,0.74,3,193,3,0,0,0,technical,2,193,0.822222222
10820,0.48,0.58,3,194,3,0,0,0,technical,2,194,1.208333333
10821,0.7,0.6,5,208,3,0,0,0,management,2,346,0.857142857
10822,0.68,0.66,4,229,3,0,0,0,IT,2,305,0.970588235
10823,0.7,0.87,3,166,2,0,0,0,IT,2,249,1.242857143
10824,0.77,0.5,3,141,3,0,0,0,IT,2,141,0.649350649
10825,0.73,0.93,3,249,2,0,0,0,IT,2,373,1.273972603
10826,0.87,0.48,4,264,3,0,0,0,IT,2,352,0.551724138
10827,0.65,0.98,3,252,2,0,0,0,product_mng,0,378,1.507692308
10828,0.62,0.7,2,134,3,0,0,0,product_mng,1,89,1.129032258
10829,0.53,0.51,3,274,2,1,0,0,product_mng,2,411,0.962264151
10830,0.59,0.39,5,200,4,0,0,0,product_mng,2,250,0.661016949
10831,0.87,0.72,2,154,3,0,0,0,IT,2,102,0.827586207
10832,0.47,0.53,3,111,4,0,0,0,RandD,2,83,1.127659574
10833,0.96,0.81,3,247,3,0,0,0,RandD,1,247,0.84375
10834,0.79,0.74,3,169,3,0,0,0,RandD,1,169,0.936708861
10835,0.84,0.6,3,250,3,1,0,0,RandD,1,250,0.714285714
10836,0.68,0.49,3,178,3,1,0,0,RandD,1,178,0.720588235
10837,0.86,0.66,4,251,3,0,0,0,RandD,1,334,0.76744186
10838,0.73,0.98,5,272,2,0,0,0,marketing,1,680,1.342465753
10839,0.9,0.67,2,229,4,0,0,0,sales,1,114,0.744444444
10840,0.63,0.64,3,180,3,0,0,0,accounting,1,180,1.015873016
10841,0.71,0.72,3,271,2,0,0,0,support,1,406,1.014084507
10842,0.71,0.68,5,226,3,0,0,0,technical,1,376,0.957746479
10843,0.95,0.62,4,150,2,0,0,0,management,1,300,0.652631579
10844,0.51,0.86,4,260,3,1,0,0,marketing,1,346,1.68627451
10845,0.77,0.91,4,161,3,0,0,0,marketing,1,214,1.181818182
10846,0.48,0.51,3,136,3,0,0,0,marketing,1,136,1.0625
10847,0.93,0.91,2,238,2,1,0,0,sales,1,238,0.978494624
10848,0.83,0.86,4,98,4,0,0,0,sales,1,98,1.036144578
10849,0.61,0.73,5,156,4,0,0,0,sales,1,195,1.196721311
10850,0.97,0.89,4,248,2,0,0,0,sales,1,496,0.917525773
10851,0.5,0.81,3,170,2,0,0,0,sales,1,255,1.62
10852,0.84,0.54,3,245,3,0,0,0,sales,1,245,0.642857143
10853,0.58,0.38,4,203,5,0,0,0,sales,1,162,0.655172414
10854,0.59,0.72,3,182,3,0,0,0,sales,2,182,1.220338983
10855,0.77,0.83,3,175,3,0,0,1,sales,2,175,1.077922078
10856,0.78,0.4,4,145,5,1,0,1,sales,2,116,0.512820513
10857,0.6,0.96,4,220,3,1,0,1,sales,2,293,1.6
10858,0.53,0.77,4,259,2,1,0,1,sales,2,518,1.452830189
10859,0.73,0.69,3,228,2,0,0,1,sales,2,342,0.945205479
10860,0.76,0.94,3,189,3,0,0,0,sales,2,189,1.236842105
10861,0.12,0.61,6,257,3,0,0,0,sales,2,514,5.083333333
10862,0.2,0.98,3,180,6,0,0,0,sales,2,90,4.9
10863,0.5,0.77,4,180,3,0,0,0,sales,2,240,1.54
10864,0.79,0.65,5,215,2,1,0,0,sales,2,537,0.82278481
10865,0.96,0.68,3,132,2,0,0,0,sales,2,198,0.708333333
10866,0.26,0.69,5,213,2,0,0,0,accounting,0,532,2.653846154
10867,0.8,0.72,4,173,3,0,0,0,accounting,1,230,0.9
10868,0.43,0.71,3,186,2,0,0,0,accounting,2,279,1.651162791
10869,0.87,0.71,4,157,2,0,0,0,hr,2,314,0.816091954
10870,0.63,0.75,4,175,4,0,0,0,hr,2,175,1.19047619
10871,0.58,0.48,3,135,3,1,0,0,hr,2,135,0.827586207
10872,0.2,0.42,4,256,5,0,0,0,hr,1,204,2.1
10873,0.62,0.71,4,268,3,0,0,0,technical,1,357,1.14516129
10874,0.91,0.94,5,159,3,0,0,0,technical,1,265,1.032967033
10875,0.66,0.91,3,191,4,0,0,0,technical,1,143,1.378787879
10876,0.53,0.81,3,275,2,0,0,0,technical,1,412,1.528301887
10877,0.52,0.98,5,217,2,1,0,0,technical,1,542,1.884615385
10878,1,0.88,6,201,4,0,0,0,technical,1,301,0.88
10879,0.73,0.67,4,205,3,0,0,0,technical,1,273,0.917808219
10880,0.65,0.67,3,240,2,1,0,0,technical,1,360,1.030769231
10881,0.5,0.95,5,137,3,0,0,0,technical,1,228,1.9
10882,0.94,0.59,4,241,2,0,0,0,technical,1,482,0.627659574
10883,0.48,0.86,5,198,4,0,0,0,technical,1,247,1.791666667
10884,0.67,0.87,5,254,2,0,0,0,support,1,635,1.298507463
10885,0.73,0.94,4,262,3,0,0,0,support,1,349,1.287671233
10886,0.63,0.71,4,244,2,0,0,0,support,1,488,1.126984127
10887,0.84,0.84,4,266,3,0,0,0,support,1,354,1
10888,0.2,0.94,6,191,5,0,0,0,support,1,229,4.7
10889,0.76,0.57,3,148,3,1,0,0,support,1,148,0.75
10890,0.55,0.54,3,233,2,0,0,0,support,1,349,0.981818182
10891,0.8,0.55,4,178,2,1,0,0,support,1,356,0.6875
10892,0.64,0.91,3,165,3,1,0,0,support,1,165,1.421875
10893,0.59,0.97,5,179,6,0,0,0,support,2,149,1.644067797
10894,0.92,0.98,3,149,3,0,0,0,support,2,149,1.065217391
10895,0.75,0.76,3,269,2,1,0,0,technical,2,403,1.013333333
10896,0.69,0.74,5,227,2,0,0,0,technical,2,567,1.072463768
10897,0.82,0.93,3,247,3,0,0,0,technical,2,247,1.134146341
10898,0.88,0.85,3,220,3,0,0,0,management,2,220,0.965909091
10899,0.89,0.91,3,233,2,0,0,0,IT,2,349,1.02247191
10900,1,0.79,5,171,5,0,0,0,IT,2,171,0.79
10901,0.66,0.91,4,234,2,1,0,0,IT,2,468,1.378787879
10902,0.76,0.92,3,176,2,0,0,0,IT,2,264,1.210526316
10903,0.8,0.62,5,190,4,1,0,0,IT,2,237,0.775
10904,0.58,0.86,4,168,2,0,0,0,product_mng,2,336,1.482758621
10905,0.73,0.93,3,205,3,0,0,0,product_mng,0,205,1.273972603
10906,1,0.73,5,189,3,1,0,0,product_mng,1,315,0.73
10907,0.18,0.9,4,282,4,0,0,0,product_mng,2,282,5
10908,0.47,0.46,2,152,2,0,0,0,IT,2,152,0.978723404
10909,0.92,0.64,4,217,4,0,0,0,RandD,2,217,0.695652174
10910,0.51,0.5,4,130,3,0,0,0,RandD,2,173,0.980392157
10911,0.81,0.62,4,153,4,0,0,0,RandD,1,153,0.765432099
10912,0.52,0.57,3,270,3,0,0,0,RandD,1,270,1.096153846
10913,0.95,0.96,3,220,3,0,0,0,RandD,1,220,1.010526316
10914,0.93,0.64,4,253,3,0,0,0,RandD,1,337,0.688172043
10915,0.98,0.67,4,209,6,0,0,0,marketing,1,139,0.683673469
10916,0.79,0.79,4,231,2,0,0,0,sales,1,462,1
10917,0.99,0.73,4,240,4,0,0,0,accounting,1,240,0.737373737
10918,0.64,0.9,5,266,3,0,0,0,support,1,443,1.40625
10919,0.54,0.44,3,153,2,0,0,0,technical,1,229,0.814814815
10920,0.79,0.59,4,187,2,0,0,0,management,1,374,0.746835443
10921,0.55,0.98,4,185,2,1,0,0,marketing,1,370,1.781818182
10922,0.18,0.81,4,147,4,0,0,0,marketing,1,147,4.5
10923,0.56,0.81,4,188,3,1,0,0,marketing,1,250,1.446428571
10924,0.92,0.67,2,252,2,0,0,0,sales,1,252,0.72826087
10925,0.99,0.75,4,163,2,0,0,0,sales,1,326,0.757575758
10926,0.77,0.85,4,189,2,0,0,0,sales,1,378,1.103896104
10927,0.49,0.52,3,156,2,0,0,0,sales,1,234,1.06122449
10928,0.98,0.58,3,183,3,0,0,0,sales,1,183,0.591836735
10929,0.18,0.54,6,209,5,1,0,0,sales,1,250,3
10930,0.8,0.82,4,271,4,0,0,0,sales,1,271,1.025
10931,0.81,0.77,5,251,2,0,0,0,sales,1,627,0.950617284
10932,0.13,0.61,5,198,5,0,0,0,sales,2,198,4.692307692
10933,0.58,0.97,3,274,4,1,0,1,sales,2,205,1.672413793
10934,0.75,0.63,4,209,3,0,0,1,sales,2,278,0.84
10935,0.8,0.94,4,271,4,0,0,1,sales,2,271,1.175
10936,0.78,0.6,4,143,2,0,0,1,sales,2,286,0.769230769
10937,0.92,0.6,5,236,3,1,0,1,sales,2,393,0.652173913
10938,0.85,0.98,5,222,3,0,0,1,sales,2,370,1.152941176
10939,0.52,0.63,3,233,3,0,0,1,sales,2,233,1.211538462
10940,0.95,0.84,3,270,3,1,0,1,sales,2,270,0.884210526
10941,0.81,0.92,5,258,3,0,0,1,sales,2,430,1.135802469
10942,0.16,0.82,6,202,4,1,0,1,sales,2,303,5.125
10943,0.91,0.74,3,150,2,0,0,0,accounting,2,225,0.813186813
10944,0.62,0.51,4,193,3,0,0,0,accounting,0,257,0.822580645
10945,0.24,0.42,5,210,5,0,0,0,accounting,1,210,1.75
10946,0.88,0.51,3,208,3,0,0,0,hr,2,208,0.579545455
10947,0.94,0.73,3,196,3,0,0,0,hr,2,196,0.776595745
10948,0.76,0.79,5,187,4,0,0,0,hr,2,233,1.039473684
10949,0.49,0.67,3,140,2,0,0,0,hr,2,210,1.367346939
10950,0.93,0.9,4,256,4,0,0,0,technical,1,256,0.967741935
10951,0.92,0.66,4,113,3,0,0,0,technical,1,150,0.717391304
10952,0.19,0.94,4,196,5,0,0,0,technical,1,156,4.947368421
10953,0.66,0.76,3,170,3,0,0,0,technical,1,170,1.151515152
10954,0.16,0.94,4,261,6,0,0,0,technical,1,174,5.875
10955,0.83,0.99,5,132,3,0,0,0,technical,1,220,1.192771084
10956,0.69,0.53,3,153,3,0,0,0,technical,1,153,0.768115942
10957,0.82,0.53,3,147,3,1,0,0,technical,1,147,0.646341463
10958,0.88,0.72,5,244,2,0,0,0,technical,1,610,0.818181818
10959,0.31,0.42,4,108,4,0,0,0,technical,1,108,1.35483871
10960,0.83,0.49,4,218,2,0,0,0,technical,1,436,0.590361446
10961,0.94,0.52,5,133,3,0,0,0,support,1,221,0.553191489
10962,0.65,0.79,5,233,3,0,0,0,support,1,388,1.215384615
10963,0.6,0.6,4,147,3,0,0,0,support,1,196,1
10964,0.52,0.43,3,176,3,0,0,0,support,1,176,0.826923077
