empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI
13065,0.59,0.72,3,182,3,0,0,0,sales,2,0.24
13066,0.77,0.83,3,175,3,0,0,1,sales,2,0.276666667
13067,0.78,0.4,4,145,5,1,0,1,sales,2,0.106666667
13068,0.6,0.96,4,220,3,1,0,1,sales,2,0.426666667
13069,0.53,0.77,4,259,2,1,0,1,sales,2,0.513333333
13070,0.73,0.69,3,228,2,0,0,1,sales,2,0.345
13071,0.76,0.94,3,189,3,0,0,0,sales,2,0.313333333
13072,0.12,0.61,6,257,3,0,0,0,sales,2,0.406666667
13073,0.2,0.98,3,180,6,0,0,0,sales,2,0.163333333
13074,0.5,0.77,4,180,3,0,0,0,sales,2,0.342222222
13075,0.79,0.65,5,215,2,1,0,0,sales,2,0.541666667
13076,0.96,0.68,3,132,2,0,0,0,sales,2,0.34
13077,0.26,0.69,5,213,2,0,0,0,accounting,0,1.725
13078,0.8,0.72,4,173,3,0,0,0,accounting,1,0.48
13079,0.43,0.71,3,186,2,0,0,0,accounting,2,0.355
13080,0.87,0.71,4,157,2,0,0,0,hr,2,0.473333333
13081,0.63,0.75,4,175,4,0,0,0,hr,2,0.25
13082,0.58,0.48,3,135,3,1,0,0,hr,2,0.16
13083,0.2,0.42,4,256,5,0,0,0,hr,1,0.168
13084,0.62,0.71,4,268,3,0,0,0,technical,1,0.473333333
13085,0.91,0.94,5,159,3,0,0,0,technical,1,0.783333333
13086,0.66,0.91,3,191,4,0,0,0,technical,1,0.34125
13087,0.53,0.81,3,275,2,0,0,0,technical,1,0.6075
13088,0.52,0.98,5,217,2,1,0,0,technical,1,1.225
13089,1,0.88,6,201,4,0,0,0,technical,1,0.66
13090,0.73,0.67,4,205,3,0,0,0,technical,1,0.446666667
13091,0.65,0.67,3,240,2,1,0,0,technical,1,0.5025
13092,0.5,0.95,5,137,3,0,0,0,technical,1,0.791666667
13093,0.94,0.59,4,241,2,0,0,0,technical,1,0.59
13094,0.48,0.86,5,198,4,0,0,0,technical,1,0.5375
13095,0.67,0.87,5,254,2,0,0,0,support,1,1.0875
13096,0.73,0.94,4,262,3,0,0,0,support,1,0.626666667
13097,0.63,0.71,4,244,2,0,0,0,support,1,0.71
13098,0.84,0.84,4,266,3,0,0,0,support,1,0.56
13099,0.2,0.94,6,191,5,0,0,0,support,1,0.564
13100,0.76,0.57,3,148,3,1,0,0,support,1,0.285
13101,0.55,0.54,3,233,2,0,0,0,support,1,0.405
13102,0.8,0.55,4,178,2,1,0,0,support,1,0.55
13103,0.64,0.91,3,165,3,1,0,0,support,1,0.455
13104,0.59,0.97,5,179,6,0,0,0,support,2,0.269444444
13105,0.92,0.98,3,149,3,0,0,0,support,2,0.326666667
13106,0.75,0.76,3,269,2,1,0,0,technical,2,0.38
13107,0.69,0.74,5,227,2,0,0,0,technical,2,0.616666667
13108,0.82,0.93,3,247,3,0,0,0,technical,2,0.31
13109,0.88,0.85,3,220,3,0,0,0,management,2,0.283333333
13110,0.89,0.91,3,233,2,0,0,0,IT,2,0.455
13111,1,0.79,5,171,5,0,0,0,IT,2,0.263333333
13112,0.66,0.91,4,234,2,1,0,0,IT,2,0.606666667
13113,0.76,0.92,3,176,2,0,0,0,IT,2,0.46
13114,0.8,0.62,5,190,4,1,0,0,IT,2,0.258333333
13115,0.58,0.86,4,168,2,0,0,0,product_mng,2,0.573333333
13116,0.73,0.93,3,205,3,0,0,0,product_mng,0,0.93
13117,1,0.73,5,189,3,1,0,0,product_mng,1,0.608333333
13118,0.18,0.9,4,282,4,0,0,0,product_mng,2,0.3
13119,0.47,0.46,2,152,2,0,0,0,IT,2,0.153333333
13120,0.92,0.64,4,217,4,0,0,0,RandD,2,0.213333333
13121,0.51,0.5,4,130,3,0,0,0,RandD,2,0.222222222
13122,0.81,0.62,4,153,4,0,0,0,RandD,1,0.31
13123,0.52,0.57,3,270,3,0,0,0,RandD,1,0.285
13124,0.95,0.96,3,220,3,0,0,0,RandD,1,0.48
13125,0.93,0.64,4,253,3,0,0,0,RandD,1,0.426666667
13126,0.98,0.67,4,209,6,0,0,0,marketing,1,0.223333333
13127,0.79,0.79,4,231,2,0,0,0,sales,1,0.79
13128,0.99,0.73,4,240,4,0,0,0,accounting,1,0.365
13129,0.64,0.9,5,266,3,0,0,0,support,1,0.75
13130,0.54,0.44,3,153,2,0,0,0,technical,1,0.33
13131,0.79,0.59,4,187,2,0,0,0,management,1,0.59
13132,0.55,0.98,4,185,2,1,0,0,marketing,1,0.98
13133,0.18,0.81,4,147,4,0,0,0,marketing,1,0.405
13134,0.56,0.81,4,188,3,1,0,0,marketing,1,0.54
13135,0.92,0.67,2,252,2,0,0,0,sales,1,0.335
13136,0.99,0.75,4,163,2,0,0,0,sales,1,0.75
13137,0.77,0.85,4,189,2,0,0,0,sales,1,0.85
13138,0.49,0.52,3,156,2,0,0,0,sales,1,0.39
13139,0.98,0.58,3,183,3,0,0,0,sales,1,0.29
13140,0.18,0.54,6,209,5,1,0,0,sales,1,0.324
13141,0.8,0.82,4,271,4,0,0,0,sales,1,0.41
13142,0.81,0.77,5,251,2,0,0,0,sales,1,0.9625
13143,0.13,0.61,5,198,5,0,0,0,sales,2,0.203333333
13144,0.58,0.97,3,274,4,1,0,1,sales,2,0.2425
13145,0.75,0.63,4,209,3,0,0,1,sales,2,0.28
13146,0.8,0.94,4,271,4,0,0,1,sales,2,0.313333333
13147,0.78,0.6,4,143,2,0,0,1,sales,2,0.4
13148,0.92,0.6,5,236,3,1,0,1,sales,2,0.333333333
13149,0.85,0.98,5,222,3,0,0,1,sales,2,0.544444444
13150,0.52,0.63,3,233,3,0,0,1,sales,2,0.21
13151,0.95,0.84,3,270,3,1,0,1,sales,2,0.28
13152,0.81,0.92,5,258,3,0,0,1,sales,2,0.511111111
13153,0.16,0.82,6,202,4,1,0,1,sales,2,0.41
13154,0.91,0.74,3,150,2,0,0,0,accounting,2,0.37
13155,0.62,0.51,4,193,3,0,0,0,accounting,0,0.68
13156,0.24,0.42,5,210,5,0,0,0,accounting,1,0.21
13157,0.88,0.51,3,208,3,0,0,0,hr,2,0.17
13158,0.94,0.73,3,196,3,0,0,0,hr,2,0.243333333
13159,0.76,0.79,5,187,4,0,0,0,hr,2,0.329166667
13160,0.49,0.67,3,140,2,0,0,0,hr,2,0.335
13161,0.93,0.9,4,256,4,0,0,0,technical,1,0.45
13162,0.92,0.66,4,113,3,0,0,0,technical,1,0.44
13163,0.19,0.94,4,196,5,0,0,0,technical,1,0.376
13164,0.66,0.76,3,170,3,0,0,0,technical,1,0.38
13165,0.16,0.94,4,261,6,0,0,0,technical,1,0.313333333
13166,0.83,0.99,5,132,3,0,0,0,technical,1,0.825
13167,0.69,0.53,3,153,3,0,0,0,technical,1,0.265
13168,0.82,0.53,3,147,3,1,0,0,technical,1,0.265
13169,0.88,0.72,5,244,2,0,0,0,technical,1,0.9
13170,0.31,0.42,4,108,4,0,0,0,technical,1,0.21
13171,0.83,0.49,4,218,2,0,0,0,technical,1,0.49
13172,0.94,0.52,5,133,3,0,0,0,support,1,0.433333333
13173,0.65,0.79,5,233,3,0,0,0,support,1,0.658333333
13174,0.6,0.6,4,147,3,0,0,0,support,1,0.4
13175,0.52,0.43,3,176,3,0,0,0,support,1,0.215
13176,0.66,0.89,4,169,4,0,0,0,support,1,0.445
13177,0.87,0.87,4,144,3,0,0,0,support,1,0.58
13178,0.2,0.99,5,151,3,1,0,0,support,1,0.825
13179,0.63,0.91,4,252,3,1,0,0,support,2,0.404444444
13180,0.69,0.98,4,180,3,0,0,0,support,2,0.435555556
13181,0.48,0.61,3,251,3,0,0,0,support,2,0.203333333
13182,0.8,0.8,4,263,4,0,0,0,support,2,0.266666667
13183,0.89,0.74,5,260,6,0,0,0,technical,2,0.205555556
13184,0.67,0.63,3,227,3,0,0,0,technical,2,0.21
13185,0.37,0.86,6,260,3,0,0,0,technical,2,0.573333333
13186,0.93,0.61,5,158,3,0,0,0,management,2,0.338888889
13187,0.69,0.52,3,186,3,0,0,0,IT,2,0.173333333
13188,0.16,0.61,4,171,6,0,0,0,IT,2,0.135555556
13189,0.81,0.55,3,199,2,1,0,0,IT,2,0.275
13190,0.97,0.63,5,258,2,0,0,0,IT,2,0.525
13191,0.77,0.59,4,273,2,0,0,0,IT,0,1.18
13192,0.75,0.78,2,259,3,0,0,0,product_mng,1,0.26
13193,0.88,0.82,3,265,3,0,0,0,product_mng,2,0.273333333
13194,0.43,0.51,5,168,4,0,0,0,product_mng,2,0.2125
13195,0.99,0.99,4,163,4,0,0,0,product_mng,2,0.33
13196,0.59,0.65,5,265,3,0,0,0,IT,2,0.361111111
13197,0.89,0.71,4,190,3,0,0,0,RandD,1,0.473333333
13198,0.54,0.73,3,157,3,0,0,0,RandD,1,0.365
13199,0.32,0.86,4,266,4,0,0,0,RandD,1,0.43
13200,0.17,0.55,6,240,6,0,0,0,RandD,1,0.275
13201,0.78,0.55,3,143,3,0,0,0,RandD,1,0.275
13202,0.73,0.68,3,121,5,0,0,0,RandD,1,0.204
13203,0.65,0.76,2,170,5,0,0,0,IT,1,0.152
13204,0.8,0.71,4,161,4,0,0,0,IT,1,0.355
13205,0.61,0.86,3,239,3,0,0,0,IT,1,0.43
13206,0.67,0.49,3,224,3,0,0,0,IT,1,0.245
13207,0.63,0.57,3,242,3,0,0,0,product_mng,1,0.285
13208,0.51,0.58,4,140,2,1,0,0,product_mng,1,0.58
13209,0.82,0.59,5,170,3,0,0,0,product_mng,1,0.491666667
13210,0.79,0.67,5,156,2,0,0,0,product_mng,1,0.8375
13211,0.49,0.6,2,113,5,0,0,0,IT,1,0.12
13212,0.7,0.59,3,138,3,0,0,0,RandD,1,0.295
13213,0.13,0.5,3,137,5,0,0,0,RandD,1,0.15
13214,0.83,0.52,5,217,3,0,0,0,RandD,1,0.433333333
13215,0.83,0.91,3,155,3,0,0,0,RandD,1,0.455
13216,0.19,0.83,5,280,4,0,0,0,RandD,1,0.51875
13217,0.8,0.81,5,248,2,1,0,0,RandD,1,1.0125
13218,0.49,0.67,2,190,8,0,0,0,marketing,2,0.055833333
13219,0.92,0.99,3,176,8,0,0,0,sales,2,0.12375
13220,0.81,0.55,4,217,8,0,0,0,accounting,2,0.091666667
13221,0.62,0.91,3,269,8,0,0,0,support,2,0.11375
13222,0.21,0.7,3,238,8,0,0,0,technical,2,0.0875
13223,0.95,0.74,5,243,6,0,0,0,management,2,0.205555556
13224,0.51,0.8,4,198,6,0,0,0,marketing,2,0.177777778
13225,0.52,0.89,3,188,6,0,0,0,marketing,2,0.148333333
13226,0.64,0.56,3,257,6,0,0,0,marketing,2,0.093333333
13227,0.62,0.79,4,268,6,0,0,0,sales,2,0.175555556
13228,0.73,0.88,5,233,4,1,0,0,sales,2,0.366666667
13229,0.32,0.86,4,214,5,0,0,0,sales,2,0.229333333
13230,0.78,0.96,2,285,3,0,0,0,sales,0,0.64
13231,0.65,0.91,4,224,2,1,0,0,sales,1,0.91
13232,0.56,0.92,4,224,3,0,0,0,sales,2,0.408888889
13233,0.96,0.89,3,142,4,0,0,0,sales,2,0.2225
13234,0.79,0.82,4,220,3,0,0,0,sales,2,0.364444444
13235,0.66,0.58,4,244,3,0,0,0,sales,2,0.257777778
13236,0.67,0.68,4,171,3,0,0,0,sales,1,0.453333333
13237,0.86,0.82,4,274,2,1,0,0,sales,1,0.82
13238,0.57,0.72,4,214,2,1,0,0,sales,1,0.72
13239,0.86,0.87,5,171,2,0,0,0,sales,1,1.0875
13240,0.52,0.59,5,150,2,0,0,0,sales,1,0.7375
13241,0.73,0.61,4,260,2,1,0,0,sales,1,0.61
13242,0.78,0.63,5,259,3,0,0,0,sales,1,0.525
13243,0.95,0.63,3,153,2,0,0,0,sales,1,0.4725
13244,0.75,0.61,3,263,3,0,0,0,sales,1,0.305
13245,0.83,0.52,2,149,2,1,0,0,sales,1,0.26
13246,0.48,1,4,261,3,0,0,0,accounting,1,0.666666667
13247,0.3,0.58,2,189,4,1,0,0,accounting,1,0.145
13248,0.72,0.85,5,237,4,0,0,0,accounting,1,0.53125
13249,0.61,0.52,3,224,3,0,0,0,hr,1,0.26
13250,0.31,0.87,6,240,3,1,0,0,hr,1,0.87
13251,0.62,0.81,3,245,2,1,0,0,hr,1,0.6075
13252,0.48,0.49,3,268,3,0,0,0,hr,1,0.245
13253,0.97,0.89,4,208,2,1,0,0,technical,1,0.89
13254,0.61,0.83,4,153,2,0,0,0,technical,1,0.83
13255,0.93,0.99,3,169,3,0,0,0,technical,1,0.495
13256,0.89,0.39,5,218,2,0,0,0,technical,1,0.4875
13257,0.95,0.9,3,155,3,0,0,0,technical,2,0.3
13258,0.36,0.44,5,155,3,0,0,0,technical,2,0.244444444
13259,0.29,0.39,6,105,6,0,0,0,technical,2,0.13
13260,0.65,0.83,4,251,2,0,0,0,technical,2,0.553333333
13261,0.72,0.54,4,219,2,0,0,0,technical,2,0.36
13262,0.51,0.56,4,198,2,1,0,0,technical,2,0.373333333
13263,0.54,0.53,4,158,2,0,0,0,technical,2,0.353333333
13264,0.66,0.58,3,157,2,0,0,0,support,2,0.29
13265,0.59,0.54,4,178,2,0,0,0,support,2,0.36
13266,0.45,0.48,3,145,2,0,0,0,support,2,0.24
13267,0.15,0.91,5,230,3,0,0,0,support,2,0.505555556
13268,0.95,0.53,3,174,3,0,0,0,support,2,0.176666667
13269,0.49,0.59,5,140,3,0,0,0,support,0,0.983333333
13270,0.68,0.97,3,174,2,0,0,0,support,1,0.7275
13271,0.7,0.76,4,173,2,0,0,0,support,2,0.506666667
13272,0.9,0.73,2,203,4,0,0,0,support,2,0.121666667
13273,0.94,0.95,5,170,3,0,0,0,support,2,0.527777778
13274,0.8,0.86,3,203,3,0,0,0,support,2,0.286666667
13275,0.59,0.53,5,169,3,0,0,0,technical,1,0.441666667
13276,0.43,0.96,3,109,6,0,0,0,technical,1,0.24
13277,0.7,0.54,5,263,3,0,0,0,technical,1,0.45
13278,0.51,0.62,4,185,3,0,0,0,management,1,0.413333333
13279,0.12,0.49,4,191,5,0,0,0,IT,1,0.196
13280,0.14,0.56,5,259,4,1,0,0,IT,1,0.35
13281,0.86,0.91,4,253,3,0,0,0,IT,1,0.606666667
13282,0.97,0.5,3,216,3,0,0,0,IT,1,0.25
13283,1,0.86,2,264,3,0,0,0,IT,2,0.191111111
13284,0.49,0.63,3,181,3,1,0,0,product_mng,2,0.21
13285,0.9,0.93,3,209,3,0,0,0,product_mng,2,0.31
13286,0.82,0.89,4,239,2,0,0,0,product_mng,2,0.593333333
13287,0.59,0.48,3,197,3,0,0,0,product_mng,2,0.16
13288,0.97,0.57,4,150,2,0,0,0,IT,2,0.38
13289,0.69,0.88,3,164,10,0,0,0,management,2,0.088
13290,0.73,0.84,3,216,8,0,0,0,management,2,0.105
13291,0.48,0.74,2,271,8,1,0,0,management,2,0.061666667
13292,0.94,0.49,4,176,8,0,0,0,management,2,0.081666667
13293,0.74,0.73,3,156,8,0,0,0,management,2,0.09125
13294,0.65,0.63,4,143,8,0,0,0,management,2,0.105
13295,0.93,0.94,4,233,6,0,0,0,IT,2,0.208888889
13296,0.57,0.67,3,138,6,1,0,0,IT,2,0.111666667
13297,0.9,0.49,3,259,6,0,0,0,IT,2,0.081666667
13298,0.55,0.86,4,169,6,0,0,0,IT,2,0.191111111
13299,0.59,0.73,3,172,6,0,0,0,product_mng,2,0.121666667
13300,0.72,0.98,4,156,3,0,0,0,product_mng,2,0.435555556
13301,0.87,0.52,4,140,3,0,0,0,product_mng,2,0.231111111
13302,0.86,0.82,4,212,2,0,0,0,product_mng,2,0.546666667
13303,0.61,0.5,4,269,3,0,0,0,IT,2,0.222222222
13304,0.45,0.63,5,111,5,0,0,0,management,2,0.21
13305,0.51,0.63,4,198,2,0,0,0,management,2,0.42
13306,0.87,0.92,4,263,3,0,0,0,management,2,0.408888889
13307,0.29,0.38,5,191,5,0,0,0,management,2,0.126666667
13308,0.57,0.64,3,188,3,0,0,0,management,2,0.213333333
13309,0.69,0.83,4,252,3,0,0,0,management,2,0.368888889
13310,0.61,0.9,2,142,3,0,0,0,marketing,0,0.6
13311,0.96,0.85,4,247,3,0,0,0,sales,0,1.133333333
13312,0.16,0.61,6,269,2,0,0,0,accounting,0,1.83
13313,0.96,0.82,4,244,3,0,0,0,support,0,1.093333333
13314,0.77,0.81,4,164,3,0,0,0,technical,0,1.08
13315,0.85,0.87,6,232,5,0,0,0,management,0,1.044
13316,0.37,0.49,3,177,3,0,0,0,marketing,0,0.49
13317,0.68,0.65,3,173,3,1,0,0,marketing,0,0.65
13318,0.87,0.6,5,165,2,1,0,0,marketing,0,1.5
13319,0.95,0.8,3,225,2,0,0,0,sales,0,1.2
13320,0.84,0.63,3,121,3,1,0,0,sales,1,0.315
13321,0.44,0.51,2,219,4,0,0,0,sales,1,0.1275
13322,0.94,0.73,4,204,2,0,0,0,sales,1,0.73
13323,0.85,0.94,5,235,4,0,0,0,sales,1,0.5875
13324,0.75,0.51,2,215,2,1,0,0,sales,1,0.255
13325,0.76,0.67,5,243,3,0,0,0,sales,1,0.558333333
13326,0.13,0.97,4,162,6,0,0,0,sales,1,0.323333333
13327,0.6,0.79,4,262,3,0,0,0,sales,1,0.526666667
13328,0.45,0.55,4,206,2,0,0,0,sales,1,0.55
13329,0.49,1,2,125,4,1,0,0,sales,1,0.25
13330,0.19,0.36,3,167,5,0,0,0,sales,1,0.108
13331,0.68,0.89,5,218,5,0,0,0,sales,1,0.445
13332,0.53,0.91,5,181,3,0,0,0,sales,1,0.758333333
13333,1,0.77,5,269,3,0,0,0,sales,1,0.641666667
13334,0.99,0.86,3,167,2,0,0,0,sales,1,0.645
13335,0.29,0.75,6,271,10,0,0,0,sales,2,0.15
13336,0.54,0.83,4,201,8,1,0,0,sales,2,0.138333333
13337,0.25,0.9,6,229,8,0,0,0,sales,2,0.225
13338,0.71,0.76,4,148,8,0,0,0,accounting,2,0.126666667
13339,0.96,0.84,3,147,8,0,0,0,accounting,2,0.105
13340,0.8,0.9,4,211,8,0,0,0,accounting,2,0.15
13341,0.82,0.87,5,145,6,0,0,0,hr,2,0.241666667
13342,0.19,0.97,6,269,6,0,0,0,hr,2,0.323333333
13343,0.43,0.74,4,129,6,0,0,0,hr,2,0.164444444
13344,0.62,0.84,3,270,6,0,0,0,hr,2,0.14
13345,0.75,0.85,3,250,6,0,0,0,technical,2,0.141666667
13346,0.56,0.48,5,192,2,1,0,0,technical,2,0.4
13347,0.88,0.91,4,233,4,0,0,0,technical,0,0.91
13348,0.63,0.57,4,192,3,0,0,0,technical,0,0.76
13349,0.75,0.93,3,247,2,0,0,0,technical,0,1.395
13350,0.74,1,4,192,4,0,0,0,technical,0,1
13351,0.55,0.68,3,178,3,1,0,0,technical,0,0.68
13352,0.87,0.55,4,197,3,0,0,0,technical,0,0.733333333
13353,0.13,0.9,5,264,6,0,0,0,technical,0,0.75
13354,0.33,0.64,2,274,3,1,0,0,technical,0,0.426666667
13355,0.89,0.97,4,147,2,0,0,0,technical,1,0.97
13356,0.56,0.94,3,154,3,1,0,0,support,1,0.47
13357,0.95,0.61,3,224,2,1,0,0,support,1,0.4575
13358,0.57,0.59,4,250,2,0,0,0,support,1,0.59
13359,0.72,0.53,3,179,3,0,0,0,support,1,0.265
13360,0.28,0.44,4,170,2,0,0,0,support,1,0.44
13361,0.54,0.61,4,118,5,0,0,0,support,1,0.244
13362,0.54,0.95,4,256,3,0,0,0,support,1,0.633333333
13363,0.99,0.8,3,209,2,0,0,0,support,2,0.4
13364,0.37,0.69,2,146,3,0,0,0,support,2,0.153333333
13365,0.77,0.87,3,275,4,1,0,0,support,2,0.2175
13366,0.7,0.88,4,180,2,0,0,0,support,2,0.586666667
13367,0.8,0.74,3,228,3,0,0,0,technical,2,0.246666667
13368,0.52,0.63,3,204,3,0,0,0,technical,2,0.21
13369,0.69,0.55,3,172,2,0,0,0,technical,2,0.275
13370,0.6,0.62,5,274,3,0,0,0,management,2,0.344444444
13371,0.74,0.64,3,136,2,0,0,0,IT,2,0.32
13372,0.69,0.82,4,252,3,1,0,0,IT,2,0.364444444
13373,0.78,0.89,4,137,3,0,0,0,IT,2,0.395555556
13374,0.77,0.75,4,191,3,0,0,0,IT,2,0.333333333
13375,0.91,0.68,4,132,4,0,0,0,IT,2,0.226666667
13376,0.54,0.68,6,249,5,0,0,0,product_mng,2,0.272
13377,0.48,0.77,6,274,6,0,0,0,product_mng,2,0.256666667
13378,0.55,0.96,3,194,3,0,0,0,product_mng,2,0.32
13379,0.17,0.36,6,191,2,0,0,0,product_mng,2,0.36
13380,0.77,0.83,5,216,4,0,0,0,IT,2,0.345833333
13381,0.93,0.98,3,241,3,0,0,0,IT,2,0.326666667
13382,0.65,0.91,4,243,5,1,0,0,IT,2,0.242666667
13383,0.67,0.52,4,207,3,0,0,0,IT,2,0.231111111
13384,0.95,0.88,3,199,3,0,0,0,IT,2,0.293333333
13385,0.61,0.97,6,286,4,0,0,0,product_mng,2,0.485
13386,0.57,0.39,4,132,3,0,0,0,product_mng,0,0.52
13387,0.65,1,4,229,4,0,0,0,product_mng,1,0.5
13388,0.85,0.81,4,260,3,0,0,0,product_mng,2,0.36
13389,0.61,0.96,3,214,2,0,0,0,IT,2,0.48
13390,0.65,0.9,6,217,4,1,0,1,RandD,2,0.45
13391,0.92,0.93,4,225,2,0,0,1,RandD,2,0.62
13392,0.37,0.41,2,113,3,0,0,1,RandD,2,0.091111111
13393,0.48,0.77,5,250,2,0,0,1,RandD,2,0.641666667
13394,0.82,0.91,5,271,2,0,0,1,RandD,2,0.758333333
13395,0.84,0.75,4,135,3,0,0,1,RandD,2,0.333333333
13396,0.57,0.46,2,100,6,1,0,1,marketing,2,0.051111111
13397,0.8,0.75,4,224,3,0,0,1,sales,2,0.333333333
13398,0.49,0.91,4,134,4,0,0,0,accounting,1,0.455
13399,0.79,0.82,5,158,2,0,0,0,support,1,1.025
13400,0.48,0.67,3,183,2,0,0,0,technical,1,0.5025
13401,0.28,0.89,4,97,6,0,0,0,management,1,0.296666667
13402,0.47,0.56,4,226,3,0,0,0,marketing,1,0.373333333
13403,0.91,0.6,4,235,4,1,0,0,marketing,1,0.3
13404,0.75,0.6,4,186,10,1,0,0,marketing,1,0.12
13405,0.61,0.89,3,242,10,0,0,0,sales,0,0.267
13406,0.47,0.79,3,284,10,0,0,0,sales,1,0.1185
13407,0.22,0.7,2,274,10,0,0,0,sales,0,0.14
13408,0.5,0.48,4,130,10,0,0,0,sales,0,0.192
13409,0.56,0.87,3,146,10,0,0,0,sales,1,0.1305
13410,0.84,0.85,4,207,10,0,0,0,sales,1,0.17
13411,0.69,0.72,4,210,2,1,0,0,sales,0,1.44
13412,0.53,0.64,3,143,2,0,0,0,sales,1,0.48
13413,0.17,0.57,4,116,3,0,0,0,sales,2,0.253333333
13414,0.48,0.71,2,162,3,1,0,0,sales,0,0.473333333
13415,0.94,0.51,3,242,3,0,0,0,sales,2,0.17
13416,0.77,0.89,4,153,7,0,0,0,sales,2,0.16952381
13417,1,0.72,5,194,7,1,0,0,sales,2,0.171428571
13418,0.49,0.65,4,233,7,0,0,0,sales,2,0.123809524
13419,0.93,0.73,4,283,7,0,0,0,sales,0,0.417142857
13420,0.38,0.43,3,188,7,0,0,0,sales,2,0.061428571
13421,0.6,0.54,4,182,6,0,0,0,sales,2,0.12
13422,0.5,0.82,2,286,6,0,0,0,sales,2,0.091111111
13423,0.97,0.55,5,212,6,0,0,0,sales,0,0.458333333
13424,0.93,0.95,5,176,6,0,0,1,accounting,2,0.263888889
13425,0.5,1,5,264,8,0,0,1,accounting,0,0.625
13426,0.52,0.84,3,261,8,0,0,1,accounting,1,0.1575
13427,0.5,0.71,4,163,8,0,0,1,hr,2,0.118333333
13428,0.55,0.4,3,139,8,0,0,1,hr,2,0.05
13429,0.95,0.84,3,261,8,1,0,1,hr,2,0.105
13430,0.48,0.42,2,275,6,1,0,1,hr,2,0.046666667
13431,0.51,0.39,5,132,6,1,0,1,technical,1,0.1625
13432,0.96,0.48,3,202,6,0,0,0,technical,1,0.12
13433,0.97,0.84,4,177,6,0,0,0,technical,1,0.28
13434,0.97,0.66,5,234,6,0,0,0,technical,1,0.275
13435,0.71,0.54,4,188,6,0,0,0,technical,1,0.18
13436,0.82,0.49,5,203,6,0,0,0,technical,1,0.204166667
13437,0.57,1,4,227,10,0,0,0,technical,1,0.2
13438,0.48,0.93,3,150,10,0,0,0,technical,1,0.1395
13439,0.71,0.64,3,267,3,0,0,0,technical,1,0.32
13440,0.63,0.61,5,186,10,0,0,0,technical,1,0.1525
13441,0.99,0.84,4,142,10,0,0,0,technical,0,0.336
13442,0.79,0.83,3,126,10,1,0,0,support,1,0.1245
13443,0.65,0.85,4,201,10,0,0,0,support,1,0.17
13444,0.7,0.85,4,142,2,0,0,0,support,1,0.85
13445,0.99,0.94,4,167,4,0,0,0,support,1,0.47
13446,0.65,0.62,4,258,2,0,0,0,support,0,1.24
13447,0.92,0.85,3,207,2,0,0,0,support,1,0.6375
13448,0.24,0.5,4,282,4,1,0,0,support,1,0.25
13449,0.39,0.89,3,188,5,0,0,0,support,1,0.267
13450,0.82,0.85,3,214,2,0,0,0,support,0,1.275
13451,0.78,0.89,4,272,2,0,0,0,support,1,0.89
13452,0.62,0.79,3,259,3,0,0,0,support,2,0.263333333
13453,0.6,0.61,5,191,2,1,0,0,technical,0,1.525
13454,0.49,0.57,3,192,3,0,0,0,technical,2,0.19
13455,0.82,0.82,3,164,3,0,0,0,technical,0,0.82
13456,0.48,0.81,4,149,2,0,0,0,management,2,0.54
13457,0.69,0.56,4,149,3,0,0,0,IT,2,0.248888889
13458,0.4,0.89,2,165,3,0,0,0,IT,2,0.197777778
13459,0.72,0.8,3,222,3,0,0,0,IT,2,0.266666667
13460,0.75,0.84,5,222,3,1,0,0,IT,2,0.466666667
13461,0.5,0.77,3,265,3,0,0,0,IT,2,0.256666667
13462,0.78,0.5,5,247,4,0,0,0,product_mng,2,0.208333333
13463,0.76,0.45,4,147,2,0,0,0,product_mng,2,0.3
13464,0.94,0.52,3,273,3,0,0,0,product_mng,0,0.52
13465,0.24,0.94,6,144,4,0,0,0,product_mng,1,0.705
13466,0.99,0.66,3,181,2,0,0,0,IT,2,0.33
13467,0.67,0.64,3,198,2,1,0,0,management,2,0.32
13468,0.76,0.57,5,255,4,0,0,0,management,2,0.2375
13469,0.76,0.77,4,169,10,0,0,0,management,2,0.102666667
13470,0.55,0.64,4,201,10,1,0,0,management,2,0.085333333
13471,0.74,0.6,4,274,10,1,0,0,management,2,0.08
13472,0.81,0.85,4,134,10,1,0,0,management,2,0.113333333
13473,0.98,0.67,3,190,10,0,0,0,IT,2,0.067
13474,0.98,0.98,4,170,10,0,0,0,IT,2,0.130666667
13475,0.58,0.91,3,154,10,0,0,0,product_mng,0,0.273
13476,0.18,0.75,3,142,2,0,0,0,product_mng,1,0.5625
13477,0.57,0.67,5,235,2,0,0,0,product_mng,1,0.8375
13478,0.7,0.62,3,110,3,0,0,0,product_mng,1,0.31
13479,0.49,0.77,3,211,3,0,0,0,IT,0,0.77
13480,0.7,0.56,4,214,3,0,0,1,management,2,0.248888889
13481,0.16,0.93,5,210,7,0,0,1,management,2,0.221428571
13482,0.58,0.59,3,207,7,0,0,1,management,2,0.084285714
13483,0.66,0.57,4,161,7,0,0,1,management,2,0.108571429
13484,0.51,0.55,2,102,7,0,0,1,management,2,0.052380952
13485,0.48,0.84,4,186,7,0,0,1,management,2,0.16
13486,0.56,0.71,3,211,6,0,0,1,marketing,1,0.1775
13487,0.81,0.62,3,240,6,0,0,1,sales,1,0.155
