ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
563,7,0,2,493,2,25,0,3,0,563,2,0,2,2,1,7,3,2,827,1205,1,0,0,12,1,1,0,0,6,5,1,6,5,1,4
564,27,0,2,538,2,1,1,5,0,564,1,1,16,0,1,8,2,2,880,605,0,0,0,2,0,0,0,0,9,3,2,8,7,3,1
565,5,0,2,134,1,9,0,3,0,565,0,1,49,3,0,6,2,2,406,1010,1,0,0,7,0,3,0,0,2,3,2,2,2,0,2
566,29,1,1,400,2,26,1,1,0,566,1,0,47,3,1,7,2,2,853,492,4,0,1,1,0,3,0,0,8,2,2,5,4,1,3
567,16,0,2,129,2,1,2,4,0,567,3,1,30,2,1,7,3,2,837,952,1,0,0,11,1,2,0,0,6,5,2,6,5,1,4
568,37,1,2,405,1,1,2,3,0,568,3,1,48,2,4,3,0,1,1344,1111,5,0,1,2,0,3,0,1,24,2,2,5,2,1,4
569,18,0,0,845,2,7,3,1,0,569,0,1,46,1,2,7,0,2,949,706,1,0,0,4,0,1,0,0,10,1,2,10,7,0,9
570,34,0,0,397,1,18,3,3,0,570,3,1,11,2,0,6,3,1,521,1409,0,0,0,7,0,0,0,1,5,3,2,4,3,1,2
571,8,0,1,300,1,0,1,1,0,571,0,0,41,0,0,2,3,0,543,185,3,0,0,3,0,0,0,1,5,2,2,2,2,2,0
572,11,0,2,357,1,26,2,3,0,572,1,0,36,2,1,0,2,1,540,1358,4,0,0,1,0,0,0,1,11,3,1,8,7,1,1
573,8,1,2,654,2,7,2,5,0,573,3,1,8,1,1,7,0,2,716,50,6,0,0,6,0,2,0,0,6,2,1,4,3,1,2
574,16,0,2,56,1,0,3,1,0,574,1,0,42,3,0,6,3,2,370,666,2,0,0,5,0,2,0,0,10,2,2,4,2,1,3
575,36,0,2,174,1,18,3,3,0,575,3,0,65,2,1,4,0,0,751,1198,9,0,1,0,0,1,0,2,9,4,2,5,3,1,4
576,9,0,1,464,2,7,0,2,0,576,2,1,54,2,1,7,3,1,541,1282,0,0,0,8,0,1,0,1,5,3,2,4,2,1,1
577,19,0,2,296,1,9,0,1,0,577,3,0,52,2,0,6,0,0,274,1030,0,0,1,2,0,1,0,2,6,3,1,5,3,4,3
578,20,0,1,90,1,1,3,1,0,578,0,0,45,3,1,4,0,2,807,1382,6,0,1,1,0,3,0,0,17,2,2,15,7,4,12
579,16,0,2,14,1,1,3,3,0,579,2,0,56,1,0,6,0,2,547,322,1,0,0,0,0,2,0,0,6,3,2,6,5,1,3
580,17,0,2,179,2,7,3,1,0,580,0,0,42,2,0,8,3,1,211,1054,1,0,0,5,0,1,0,1,3,1,1,3,2,0,2
581,12,0,2,516,1,0,2,1,0,581,3,1,8,0,0,2,2,1,449,1298,3,0,0,10,1,2,0,2,7,2,2,2,2,0,2
582,22,0,1,439,1,1,1,3,0,582,2,0,8,3,1,0,1,1,517,457,1,0,0,13,1,3,0,1,8,2,2,8,7,3,7
583,16,0,2,630,2,7,1,1,0,583,2,0,63,2,1,7,0,1,863,647,5,0,0,6,0,1,0,1,6,1,2,3,2,1,2
584,24,0,1,295,1,7,2,1,0,584,1,1,36,2,4,3,3,0,1288,820,1,0,0,2,0,1,0,1,24,4,1,24,7,14,9
585,5,1,2,715,1,5,2,1,0,585,2,1,33,3,0,2,0,1,23,76,1,0,1,10,1,2,0,2,1,2,2,0,0,0,0
586,6,0,0,617,1,8,2,1,0,586,2,1,30,1,0,2,1,0,247,1407,1,0,0,0,0,2,0,3,1,4,2,1,0,0,0
587,34,0,2,771,1,10,3,1,0,587,3,0,52,2,1,2,2,1,354,1145,8,0,0,9,1,1,0,1,9,3,2,5,2,1,4
588,32,0,2,382,1,1,2,3,0,588,2,1,34,2,3,5,2,1,1272,281,5,0,0,5,0,3,0,0,30,3,2,4,3,0,3
589,11,1,2,449,1,0,1,1,0,589,1,0,6,1,0,2,0,1,132,271,1,0,1,0,0,3,0,1,1,1,2,1,0,0,0
590,15,0,2,77,1,6,2,3,0,590,2,1,19,2,2,5,2,1,1145,1377,0,0,0,0,0,3,0,0,14,3,3,13,9,3,7
591,15,1,2,11,2,15,2,2,0,591,0,0,39,2,1,7,0,2,715,1404,5,0,0,4,0,2,0,0,6,3,2,3,2,0,2
592,29,0,2,68,1,1,1,4,0,592,2,0,3,2,3,3,3,1,1243,631,1,0,1,0,0,2,0,1,26,3,1,26,14,3,0
593,18,0,2,374,1,0,2,4,0,593,2,0,5,2,1,4,1,1,699,1242,0,0,0,4,0,0,0,1,10,2,2,9,7,0,5
594,11,0,2,721,1,22,1,1,0,594,2,1,51,3,0,6,2,1,250,1268,1,0,0,13,1,2,0,1,10,3,2,10,7,0,7
595,40,1,2,117,1,1,3,1,0,595,3,1,1,2,4,5,1,2,1316,1368,7,0,1,1,0,3,0,0,39,2,2,30,15,13,8
596,17,0,2,726,1,0,3,1,0,596,3,0,10,3,0,6,2,2,191,646,3,0,0,2,0,2,0,0,7,0,2,2,2,2,2
597,24,0,2,524,1,0,1,1,0,597,3,0,13,1,1,4,3,1,812,110,9,0,1,2,0,3,0,1,8,4,2,4,3,0,2
598,10,1,2,499,1,1,3,3,0,598,2,1,16,2,0,6,2,2,548,827,6,0,0,6,0,3,0,0,5,3,1,2,2,2,1
599,18,0,2,589,0,12,2,0,0,599,2,1,6,2,0,1,1,1,77,1357,4,0,0,2,0,1,0,1,8,2,2,5,2,0,4
600,14,0,2,480,1,3,2,1,0,600,2,0,68,1,1,4,2,1,824,975,1,0,0,1,0,2,0,1,14,3,2,14,13,6,8
601,22,0,1,401,1,15,3,3,0,601,0,1,21,1,1,2,2,2,678,578,6,0,0,3,0,3,0,0,10,6,2,1,0,0,0
602,12,0,2,534,1,1,2,3,0,602,2,0,22,1,1,4,3,2,913,1048,5,0,1,13,1,1,0,0,12,4,1,0,0,0,0
603,27,0,2,98,1,1,2,1,0,603,1,0,65,1,0,6,2,2,112,244,1,0,0,3,0,3,0,0,1,3,2,1,0,0,0
604,24,0,2,525,1,28,2,1,0,604,1,1,68,2,1,4,1,1,559,564,1,0,0,2,0,3,0,1,10,3,1,9,8,7,8
605,20,0,1,231,1,11,2,1,0,605,0,1,15,1,1,0,0,0,838,126,2,0,0,4,0,2,0,1,13,3,1,4,3,1,2
606,16,0,1,389,1,15,3,1,0,606,2,0,70,1,0,6,3,2,204,364,1,0,0,5,0,2,0,0,6,3,2,5,2,1,3
607,31,1,2,675,2,10,2,2,0,607,2,0,13,2,2,7,3,1,957,224,1,0,0,7,0,0,0,2,9,3,3,9,8,7,7
608,37,1,2,206,2,1,0,3,0,608,2,1,7,2,1,7,3,2,688,1126,4,0,0,5,0,2,0,0,12,3,1,9,7,7,3
609,25,0,2,310,1,13,1,1,0,609,1,1,64,2,3,5,0,1,1260,178,6,0,0,13,1,2,0,1,22,3,2,4,1,1,0
610,9,0,2,110,1,4,0,5,0,610,2,1,12,1,2,5,3,0,1163,393,1,0,1,5,0,1,0,1,9,3,2,9,8,0,8
611,17,0,2,536,1,6,2,4,0,611,2,1,29,2,2,4,2,2,1078,965,3,0,0,10,1,1,0,0,17,3,3,8,5,1,6
612,10,0,2,423,2,1,3,2,0,612,1,0,51,2,1,7,1,1,629,90,1,0,1,9,1,0,0,0,8,2,2,8,7,7,5
613,16,0,2,464,0,2,1,0,0,613,2,1,58,2,0,1,3,1,438,8,0,0,0,8,0,2,0,1,4,1,0,3,2,0,2
614,8,1,1,496,1,4,1,3,0,614,2,0,58,1,0,6,2,1,151,1084,1,0,1,3,0,0,0,1,8,2,2,8,7,1,7
615,9,0,0,213,1,2,2,3,0,615,3,1,20,2,0,6,3,1,27,840,1,0,0,0,0,2,0,3,0,6,1,0,0,0,0
616,33,0,2,764,2,25,3,2,0,616,0,0,36,2,3,3,2,1,1231,205,2,0,0,3,0,2,0,1,29,2,1,20,6,4,17
617,26,0,2,334,1,3,2,3,0,617,3,1,20,2,1,0,1,2,802,177,9,0,0,1,0,3,0,0,10,2,1,5,2,2,3
618,7,0,2,54,1,1,0,3,0,618,0,1,35,3,0,6,0,2,391,1133,7,0,0,2,0,2,0,0,6,3,1,4,3,0,1
619,15,0,2,307,2,0,2,3,0,619,0,1,18,3,1,7,0,0,482,1144,1,0,0,11,1,0,0,1,9,5,2,9,8,0,8
620,17,0,2,784,1,26,0,3,0,620,2,0,23,1,0,6,0,2,205,915,1,0,0,0,0,3,0,0,6,3,1,6,5,1,1
621,18,0,2,520,2,0,1,1,0,621,1,1,26,2,1,7,3,1,828,35,1,0,1,3,0,3,0,1,18,1,1,18,14,4,11
622,14,0,2,10,2,12,3,1,0,622,1,1,43,2,1,7,3,0,553,420,2,0,0,0,0,2,0,1,8,3,1,5,2,0,3
623,12,0,1,575,1,4,3,1,0,623,1,1,45,1,0,6,3,0,443,17,9,0,0,1,0,1,0,1,10,3,1,5,4,0,3
624,35,0,2,360,2,6,1,2,0,624,0,0,48,1,2,7,3,1,1131,1079,7,0,1,7,0,3,0,1,35,3,2,5,2,0,4
625,27,0,2,522,2,8,2,2,0,625,3,1,44,2,2,7,0,0,1118,982,4,0,1,1,0,2,0,1,18,2,2,5,4,0,2
626,14,0,2,343,1,7,1,3,0,626,2,0,61,3,1,6,2,1,691,1167,5,0,0,1,0,2,0,1,9,3,1,5,3,1,3
627,34,0,1,499,1,24,3,3,0,627,2,0,51,1,3,4,3,1,1204,971,3,0,0,11,1,2,0,0,31,3,2,9,8,0,0
628,19,0,2,155,2,15,3,2,0,628,3,1,36,1,1,7,2,0,843,1312,4,0,0,8,0,3,0,2,9,2,2,1,0,0,0
629,10,0,2,665,0,7,1,3,0,629,1,1,33,1,0,1,3,0,653,1279,1,0,0,2,0,3,0,1,6,6,2,5,1,0,4
630,4,0,2,706,1,0,1,1,0,630,3,1,3,1,1,4,3,1,627,976,6,0,0,11,1,0,0,2,4,2,0,2,2,2,2
631,26,0,2,559,1,7,3,1,0,631,0,1,32,3,0,2,3,1,289,167,2,0,1,13,1,2,0,1,10,2,1,3,2,0,2
632,24,0,1,734,1,1,0,3,0,632,1,1,5,2,0,6,3,2,193,408,5,0,1,3,0,3,0,0,8,2,2,2,1,2,2
633,18,0,2,741,0,7,2,1,0,633,0,1,47,1,0,1,0,1,145,383,0,0,0,10,1,2,0,0,6,3,2,5,4,0,3
634,7,0,2,27,2,2,0,4,0,634,2,1,68,2,1,7,0,1,507,712,1,0,1,7,0,3,0,0,5,3,2,5,3,0,3
635,17,0,2,324,1,8,2,1,0,635,3,0,36,1,2,4,2,1,1113,1252,1,0,1,9,1,1,0,1,17,2,2,17,14,5,15
636,17,1,1,19,1,24,3,1,0,636,3,0,66,2,0,6,1,0,40,843,1,0,1,8,0,0,0,1,10,3,1,10,2,7,8
637,14,0,0,125,1,0,2,1,0,637,3,1,31,2,0,2,3,0,130,415,0,0,0,1,0,1,0,1,4,2,2,3,0,0,2
638,7,0,2,304,2,3,0,2,0,638,2,1,57,1,1,7,0,1,519,929,1,0,0,1,0,0,0,0,5,1,3,5,2,0,3
639,31,0,2,836,1,0,2,5,0,639,2,0,6,2,0,6,0,1,416,502,2,0,0,5,0,1,0,1,7,2,2,4,2,0,2
640,6,0,0,733,1,3,0,1,0,640,0,1,16,1,0,2,3,1,356,512,0,0,0,6,0,3,0,0,6,2,1,5,2,3,4
641,14,0,1,176,2,4,1,1,0,641,1,1,18,2,1,7,1,1,867,398,1,0,0,3,0,3,0,1,10,3,2,10,8,5,3
642,20,0,2,184,2,8,2,2,0,642,1,1,68,1,0,8,1,1,311,585,0,0,0,8,0,3,0,1,3,3,2,2,2,1,2
643,24,0,2,730,1,2,2,1,0,643,2,0,65,3,1,2,3,1,700,1264,2,0,1,2,0,1,0,1,17,1,1,5,3,1,3
644,13,0,2,701,1,10,3,1,0,644,3,1,18,2,0,6,3,1,149,738,3,0,1,8,0,1,0,1,8,2,2,6,4,0,2
645,11,1,2,154,2,0,2,3,0,645,1,0,18,1,0,8,2,0,283,1255,6,0,1,8,0,2,0,3,5,3,2,3,2,0,2
646,35,0,2,484,2,7,2,2,0,646,0,1,43,2,3,7,3,1,1147,1202,5,0,0,3,0,2,0,1,28,3,2,2,0,2,2
647,17,0,2,370,1,24,2,5,0,647,3,1,48,1,2,4,1,1,1128,414,3,0,0,5,0,0,0,0,16,2,2,13,10,4,8
648,19,0,1,707,2,20,1,3,0,648,2,0,24,2,0,8,3,1,327,1115,5,0,0,4,0,1,0,1,10,3,2,5,4,0,0
649,35,0,2,0,1,22,3,1,0,649,3,0,42,2,3,5,3,2,1211,1046,6,0,0,7,0,2,0,0,33,0,2,12,9,3,8
650,25,0,1,197,1,0,2,1,0,650,3,0,3,2,1,0,3,1,759,1142,4,0,0,2,0,1,0,1,12,2,1,5,2,2,2
651,29,0,2,96,2,1,1,2,0,651,2,0,5,2,1,7,3,1,579,909,0,0,1,11,1,0,0,1,8,2,2,7,6,7,7
652,19,0,0,721,2,18,1,3,0,652,0,1,2,2,2,7,1,2,955,152,1,0,1,2,0,3,0,0,10,2,2,10,0,0,9
653,32,0,0,491,1,1,3,1,0,653,0,1,68,2,3,3,0,0,1279,138,1,0,0,0,0,3,0,1,31,3,2,30,6,14,7
654,21,0,2,814,0,1,2,1,0,654,3,0,12,1,1,1,3,1,692,338,8,0,0,0,0,2,0,2,13,2,2,5,4,0,4
655,15,0,2,606,0,2,1,0,0,655,3,1,27,2,0,1,1,0,114,1195,3,0,1,0,0,2,0,1,7,4,3,4,3,0,3
656,14,1,2,173,1,24,3,1,0,656,0,1,57,2,0,2,3,2,281,922,1,0,1,13,1,2,0,0,1,2,0,1,0,0,1
657,11,0,2,613,1,6,0,3,0,657,0,0,32,1,0,2,3,0,197,236,6,0,0,3,0,2,0,3,8,5,2,4,3,0,3
658,26,0,2,360,1,8,1,1,0,658,1,1,31,2,0,6,0,1,205,321,1,0,1,2,0,3,0,0,8,0,2,8,7,7,1
659,10,0,2,459,2,4,3,3,0,659,0,1,68,2,1,7,3,2,651,1296,1,0,0,3,0,1,0,0,4,3,2,4,2,0,2
660,40,1,1,433,1,1,0,1,0,660,3,1,27,1,0,2,3,0,160,652,9,0,1,3,0,3,0,1,3,3,1,1,0,0,0
661,25,0,2,52,1,7,2,1,0,661,0,0,25,2,1,4,1,0,622,1271,4,0,0,10,1,2,0,1,4,2,3,1,0,0,0
662,2,1,2,250,2,1,2,3,0,662,2,0,19,1,0,8,2,2,46,1156,1,0,0,2,0,3,0,0,2,3,1,2,2,0,2
663,3,1,2,842,1,17,0,4,0,663,3,0,35,2,0,6,3,2,246,397,1,0,0,8,0,0,0,0,1,3,1,1,0,0,0
664,18,0,2,841,1,13,0,1,0,664,2,1,38,2,1,0,3,1,878,153,0,0,1,6,0,0,0,1,17,2,1,16,8,4,11
665,29,0,2,860,2,1,3,1,0,665,3,0,35,1,0,8,3,2,372,639,1,0,1,7,0,0,0,0,3,3,1,3,2,1,2
666,4,1,2,329,1,2,0,1,0,666,1,0,4,2,1,4,2,1,503,468,0,0,1,8,0,0,0,1,4,3,3,3,2,0,2
667,23,1,2,612,1,1,3,1,0,667,1,0,27,0,0,2,3,0,272,904,4,0,1,2,0,2,0,1,10,1,1,7,7,1,0
668,10,0,2,566,1,8,2,3,0,668,2,0,47,2,0,6,2,0,158,454,5,0,0,7,0,1,0,1,6,2,2,2,2,2,2
669,21,1,2,636,1,5,2,3,0,669,3,1,40,2,0,2,0,1,166,128,7,0,1,10,1,3,0,0,8,2,0,2,2,2,2
670,9,0,2,330,1,3,2,1,0,670,1,0,46,2,0,6,2,2,131,912,1,0,0,8,0,2,0,0,1,2,2,1,1,0,0
671,16,0,2,279,1,9,2,1,0,671,1,1,53,2,0,2,1,0,35,283,1,0,0,3,0,1,0,2,1,3,2,1,0,1,0
672,24,0,2,223,2,13,1,3,0,672,2,0,38,1,1,7,2,2,834,341,7,0,0,6,0,0,0,0,10,6,2,5,4,0,3
673,15,0,2,683,1,0,3,4,0,673,2,1,70,1,0,6,0,2,282,67,3,0,1,0,0,1,0,0,6,1,2,3,2,0,2
674,40,0,2,735,1,4,2,5,0,674,2,0,7,1,2,0,1,0,1107,421,2,0,1,2,0,3,0,1,24,3,2,6,0,0,4
675,13,0,2,38,2,6,3,1,0,675,1,1,11,1,0,8,2,1,139,559,3,0,0,4,0,1,0,0,13,2,3,7,7,5,2
676,17,0,2,648,1,20,0,1,0,676,3,0,21,2,1,0,3,1,476,977,1,0,1,14,1,3,0,1,10,2,0,10,6,0,7
677,31,0,2,265,1,7,1,4,0,677,0,0,21,2,2,2,1,1,936,1181,4,0,0,0,0,2,0,1,29,3,1,26,9,1,7
678,30,0,2,869,1,19,3,3,0,678,3,1,21,2,0,6,2,1,107,200,4,0,0,6,0,0,0,2,13,2,1,0,0,0,0
679,13,0,0,677,2,19,1,2,0,679,3,0,15,2,1,7,2,1,918,1299,1,0,0,2,0,3,0,1,9,2,1,9,8,0,0
680,18,0,2,58,1,6,3,4,0,680,1,1,35,2,0,6,3,2,606,1237,2,0,0,7,0,2,0,0,8,6,2,6,2,0,1
681,20,0,2,778,1,0,2,5,0,681,3,0,50,2,2,5,0,1,1191,823,1,0,0,2,0,1,0,1,15,3,2,15,12,5,11
682,14,0,0,675,1,0,2,1,0,682,2,0,40,1,0,2,1,1,140,104,6,0,0,9,1,2,0,0,5,3,2,3,0,0,2
683,7,1,2,483,2,18,1,2,0,683,2,1,6,1,0,8,1,1,169,962,1,0,1,7,0,2,0,3,1,2,2,1,0,0,0
684,22,0,2,358,2,9,3,2,0,684,0,1,37,1,2,7,1,0,1049,1076,2,0,0,1,0,1,0,1,11,2,1,1,0,0,0
685,8,0,1,744,2,0,2,3,0,685,2,1,22,1,1,7,0,2,528,533,1,0,0,1,0,1,0,0,7,2,2,7,7,0,7
686,23,0,2,104,1,5,2,3,0,686,3,1,29,2,0,2,0,2,613,53,2,0,1,2,0,2,0,0,20,3,2,18,13,2,17
687,18,0,2,528,1,1,3,3,0,687,2,1,49,2,0,2,2,2,195,597,4,0,0,10,1,2,0,0,16,6,2,11,8,3,9
688,1,1,2,196,2,20,2,4,0,688,3,1,7,1,0,8,1,2,72,460,1,0,1,2,0,1,0,0,1,3,3,1,0,0,0
689,2,1,2,18,1,3,2,5,0,689,0,1,54,2,0,2,0,2,327,633,1,0,0,8,0,1,0,0,1,2,2,1,0,0,0
690,13,0,2,328,1,11,2,3,0,690,3,0,11,2,1,0,3,1,794,886,0,0,1,0,0,2,0,2,10,2,0,9,7,8,5
691,22,0,1,869,1,8,3,3,0,691,3,1,5,2,0,6,1,0,420,1333,8,0,1,3,0,3,0,1,3,2,2,1,1,0,0
692,14,0,2,248,1,2,3,3,0,692,2,0,63,2,1,4,0,1,893,667,1,0,0,1,0,2,0,1,8,2,3,8,7,6,3
693,18,1,2,268,2,2,0,1,0,693,2,1,21,1,2,7,3,1,1088,197,1,0,1,0,0,0,0,1,16,6,2,16,7,3,7
694,15,0,2,604,1,0,2,1,0,694,1,0,12,1,1,0,3,2,919,600,0,0,0,3,0,0,0,0,6,3,2,5,0,1,4
695,19,1,2,334,2,0,3,1,0,695,0,1,16,1,2,7,2,1,1109,740,5,0,0,0,0,2,0,0,17,2,0,14,1,11,7
696,27,0,0,449,1,3,1,1,0,696,2,1,27,2,1,2,1,1,562,1229,1,0,0,1,0,1,0,0,9,5,1,9,7,0,8
697,11,0,1,830,2,19,2,5,0,697,2,0,54,2,0,8,3,1,83,931,1,0,0,4,0,1,0,1,3,5,2,3,1,0,2
698,17,0,2,698,2,17,2,3,0,698,2,0,56,2,1,7,2,1,593,247,1,0,0,5,0,1,0,0,5,3,2,5,2,1,0
699,34,0,2,594,1,0,1,1,0,699,3,1,40,2,3,3,3,1,1258,681,2,0,0,4,0,1,0,1,26,2,1,9,8,7,8
700,40,1,2,120,1,1,2,5,0,700,3,1,21,2,0,6,2,2,187,1388,4,0,0,13,1,0,0,0,7,4,2,1,0,0,0
701,35,0,2,807,2,1,1,3,0,701,2,1,15,2,3,3,2,0,1217,686,6,0,0,2,0,2,0,1,22,3,3,17,13,15,2
702,12,0,2,85,2,7,1,4,0,702,2,1,32,2,2,7,2,0,930,465,5,0,0,0,0,0,0,1,10,2,3,8,4,7,7
703,20,0,0,36,2,9,2,5,0,703,2,0,55,2,1,7,3,2,768,1029,1,0,1,2,0,1,0,0,6,1,2,5,3,1,3
704,17,0,2,492,2,2,3,1,0,704,3,1,62,2,2,7,3,0,962,278,6,0,0,2,0,1,0,1,12,2,2,10,9,0,8
705,21,0,2,507,2,1,4,1,0,705,0,1,11,3,2,7,2,2,966,23,0,0,0,7,0,3,0,0,9,3,2,8,7,0,7
706,22,1,0,875,2,23,2,1,0,706,1,0,70,3,3,7,1,2,1170,865,4,0,1,5,0,3,0,0,22,2,1,1,0,0,0
707,29,0,1,810,1,15,3,3,0,707,2,1,34,3,1,4,2,0,672,275,1,0,1,8,0,2,0,0,20,3,3,19,10,2,7
708,18,0,0,705,2,7,3,5,0,708,0,1,54,2,1,7,3,0,675,1376,4,0,0,2,0,3,0,2,12,3,2,7,7,0,7
709,13,1,0,151,1,8,1,3,0,709,2,1,16,1,0,6,0,2,133,489,0,0,1,11,1,0,0,0,4,0,2,3,2,1,2
710,15,0,0,403,2,16,2,1,0,710,3,1,8,2,3,3,2,2,1267,1069,1,0,0,0,0,3,0,0,10,2,2,10,8,6,0
711,11,1,2,509,1,9,2,1,0,711,3,0,62,1,0,6,0,2,166,548,6,0,1,9,1,2,0,0,3,5,2,0,0,0,0
712,15,0,2,222,1,12,0,1,0,712,1,0,23,2,0,6,3,2,397,877,3,0,0,7,0,0,0,0,5,4,2,3,2,0,2
713,27,0,2,550,1,0,3,3,0,713,3,0,61,2,0,2,3,0,110,525,3,0,0,3,0,3,0,2,8,2,2,5,3,0,2
714,32,0,2,640,1,0,1,3,0,714,3,1,36,2,3,5,3,0,1265,267,9,0,0,11,1,2,0,1,32,1,1,5,4,1,3
715,15,0,1,462,1,0,3,4,0,715,2,0,54,3,1,0,1,1,754,1044,1,0,1,2,0,0,0,1,6,2,2,6,5,1,2
716,23,0,1,470,1,8,2,3,0,716,0,1,34,2,4,5,2,0,1322,92,2,0,0,6,0,1,0,1,21,2,3,18,16,0,11
717,9,0,2,646,1,15,3,5,0,717,2,0,7,2,0,2,1,1,287,583,9,0,0,3,0,1,0,1,4,2,2,2,2,2,2
718,27,0,0,95,1,22,1,1,0,718,3,1,12,2,1,2,0,1,423,696,1,0,1,4,0,2,0,1,9,2,2,9,8,0,8
719,29,0,2,539,2,3,1,1,0,719,3,0,53,2,1,7,3,2,502,382,1,0,1,6,0,2,0,0,9,0,2,9,0,0,7
720,12,1,2,25,1,21,2,1,0,720,0,0,18,2,0,6,2,1,74,552,4,0,1,0,0,1,0,0,7,2,2,5,2,0,1
721,32,0,2,529,1,23,2,1,0,721,3,1,65,2,3,4,2,1,1208,114,3,0,1,7,0,3,0,1,22,2,2,12,11,1,5
722,20,0,1,819,1,9,0,3,0,722,2,1,36,2,0,6,2,1,242,588,0,0,0,6,0,1,0,1,3,0,1,2,1,0,2
723,28,0,2,293,1,6,1,3,0,723,3,1,45,2,2,4,2,0,1122,1293,6,0,0,2,0,1,0,1,13,3,2,8,7,0,7
724,6,0,2,688,1,16,0,3,0,724,3,0,11,1,1,4,2,0,546,1287,1,0,0,4,0,1,0,2,5,6,2,4,2,3,2
725,17,1,2,333,1,13,3,4,0,725,2,1,9,1,0,2,1,0,439,472,1,0,1,13,1,3,0,1,5,2,0,4,2,0,2
726,13,0,1,476,1,0,0,1,0,726,2,0,66,2,1,4,0,1,498,538,1,0,0,1,0,2,0,1,4,1,2,4,3,0,3
727,0,0,0,118,1,4,1,1,0,727,1,1,43,2,0,6,3,2,1,660,1,0,0,4,0,3,0,0,0,2,2,0,0,0,0
728,36,0,2,850,1,16,2,5,0,728,2,0,26,2,2,4,2,1,1116,688,8,0,0,0,0,2,0,1,22,2,2,10,7,0,8
729,17,0,2,304,1,24,3,3,0,729,2,0,27,2,2,0,2,0,1092,287,1,0,1,0,0,2,0,1,16,3,1,16,10,10,1
730,12,0,2,37,1,7,1,1,0,730,1,0,43,3,2,5,0,1,1141,911,0,0,1,1,0,2,0,3,9,4,1,8,7,1,7
731,2,1,2,621,1,10,2,3,0,731,3,0,68,1,0,6,0,2,220,935,1,0,1,4,0,0,0,0,1,2,2,1,0,0,0
732,12,1,1,6,1,4,2,3,0,732,1,0,30,2,0,2,1,2,170,1365,0,0,0,6,0,0,0,0,4,3,2,3,2,1,2
733,8,0,2,603,1,1,1,3,0,733,3,1,2,3,1,4,3,1,746,65,1,0,0,1,0,1,0,0,8,2,2,8,7,1,3
734,4,0,2,79,1,7,0,1,0,734,1,1,64,0,0,2,0,1,180,281,1,0,0,4,0,0,0,1,4,3,1,4,3,1,1
735,30,0,2,112,1,5,2,1,0,735,0,1,67,1,1,0,2,2,516,638,2,0,0,2,0,3,0,0,19,0,2,2,2,2,2
736,30,0,2,791,1,3,3,1,0,736,2,1,48,1,2,0,2,2,1135,1170,7,0,0,3,0,1,0,0,27,3,2,15,11,4,8
737,23,0,2,281,1,6,1,3,0,737,3,0,12,2,1,4,2,2,663,1244,6,0,0,3,0,1,0,0,8,6,2,2,2,2,1
738,21,0,2,226,1,0,0,1,0,738,3,0,35,1,3,4,3,1,1162,293,1,0,0,5,0,2,0,1,21,3,2,21,6,11,8
739,9,0,2,596,1,1,3,1,0,739,0,0,17,2,1,4,3,1,513,144,0,0,0,7,0,1,0,1,4,2,2,3,2,2,2
740,17,0,2,447,1,9,2,4,0,740,1,1,15,2,0,2,3,0,458,437,1,0,0,9,1,0,0,1,3,4,1,3,2,1,2
741,24,0,2,106,2,4,1,2,0,741,3,1,60,2,4,3,2,1,1287,337,6,0,0,2,0,1,0,0,21,3,3,1,0,0,0
742,32,0,2,448,1,8,2,1,0,742,0,1,34,2,0,2,3,1,160,1045,4,0,0,7,0,1,0,0,8,5,2,1,0,0,0
743,41,0,2,397,1,1,2,1,0,743,2,0,39,1,3,4,3,2,1198,1146,3,0,1,2,0,0,0,0,30,4,2,5,3,4,3
744,19,1,2,650,1,10,1,3,0,744,0,0,31,0,1,0,1,1,628,715,5,0,0,4,0,0,0,0,15,2,0,1,0,0,0
745,37,0,1,23,1,17,3,3,0,745,2,1,32,2,1,0,1,1,849,632,3,0,1,3,0,3,0,2,17,3,2,8,7,6,7
746,23,0,0,94,1,6,0,1,0,746,1,0,25,0,4,5,2,0,1347,1051,1,0,0,11,1,1,0,2,21,3,2,21,16,5,10
747,20,0,2,585,2,2,3,1,0,747,1,1,12,2,1,7,3,2,911,162,8,0,1,1,0,2,0,0,19,1,2,1,0,0,0
748,8,1,0,106,2,28,1,3,0,748,1,1,49,0,1,7,0,2,659,1143,8,0,0,7,0,3,0,0,7,6,2,2,2,2,2
749,34,1,2,107,2,1,0,2,0,749,0,0,27,0,4,3,3,1,1342,1373,1,0,0,4,0,3,0,1,33,3,2,31,14,6,9
750,26,0,2,855,2,27,2,3,0,750,3,0,23,3,3,7,3,1,1178,559,3,0,1,7,0,2,0,1,23,2,2,12,11,11,11
751,32,0,0,31,2,0,2,1,0,751,3,0,65,2,1,7,2,1,844,1329,0,0,0,1,0,0,0,1,19,3,2,18,7,0,13
